Year,Mount,Day,Hour,Total amount of precipitation,Vapor_Pressure,Relative_Humudity,Amount of cloudiness,Actual_Pressure,Temperature
2016,12,9,22,0,9.3,87,2,1016.9,8.6
2016,12,9,23,0,9.6,90,2,1016.6,8.7
2016,12,10,0,0,9.3,89,0,1016.4,8.2
2016,12,10,1,0,9.6,90,4,1015.9,8.5
2016,12,10,2,0,8.9,83,4,1015.8,8
2016,12,10,3,0,9.6,91,4,1015.6,8.3
2016,12,10,4,0,9.5,95,4,1015.5,8.1
2016,12,10,5,0,10,93,4,1015.6,8.3
2016,12,10,6,0,9.3,89,2,1016.1,8
2016,12,10,7,0,9.6,85,0,1017.1,9.1
2016,12,10,8,0,8.1,68,0,1017.6,11.1
2016,12,10,9,0,7.2,47,0,1017.8,14.9
2016,12,10,10,0,7.5,48,0,1017.7,14.5
2016,12,10,11,0,7.6,53,1,1017.2,12.4
2016,12,10,12,0,8.6,70,0,1016.7,10.1
2016,12,10,13,0,8.5,74,0,1016.5,9.5
2016,12,10,14,0,8.7,76,0,1016.6,9.1
2016,12,10,15,0,8,76,2,1016.5,8.1
2016,12,10,16,0,8.1,79,1,1016.3,7.7
2016,12,10,17,0,8.2,83,0,1016.1,7.5
2016,12,10,18,0,8.3,88,0,1016,7
2016,12,10,19,0,8.7,87,0,1016,7
2016,12,10,20,0,8.1,87,0,1015.8,6.8
2016,12,10,21,0,8.6,89,0,1015.7,6.3
2016,12,10,22,0,8.3,89,0,1015.5,6.5
2016,12,10,23,0,9,96,0,1015.2,6.4
2016,12,11,0,0,9,97,0,1015.1,6.5
2016,12,11,1,0,9.1,97,0,1014.6,6.6
2016,12,11,2,0,8.9,95,0,1014,6.5
2016,12,11,3,0,8.8,95,0,1013.6,6.7
2016,12,11,4,0,8.8,88,0,1013.8,7.6
2016,12,11,5,0,8.7,87,0,1013.9,7.8
2016,12,11,6,0,9.1,87,3,1014.1,8.3
2016,12,11,7,0,9.1,81,0,1013.9,9.8
2016,12,11,8,0,9.2,72,0,1013.9,12.1
2016,12,11,9,0,9.9,65,0,1013.8,14.3
2016,12,11,10,0,9.6,61,0,1013.1,14.6
2016,12,11,11,0,9.4,63,0,1012.2,13.7
2016,12,11,12,0,9.4,63,0,1011.3,13
2016,12,11,13,0,9.4,68,0,1011,12.7
2016,12,11,14,0,9.4,72,0,1010.3,11.6
2016,12,11,15,0,9.4,77,0,1009.5,10.3
2016,12,11,16,0,9.1,79,0,1009.3,9.8
2016,12,11,17,0,9.2,86,0,1009.1,8.7
2016,12,11,18,0,9,83,0,1008.6,8.8
2016,12,11,19,0,8.6,83,0,1008.6,9.4
2016,12,11,20,0,8.1,83,0,1008.6,9.9
2016,12,11,21,0,8.6,84,0,1007.3,9
2016,12,11,22,0,8.3,84,0,1007.4,11.2
2016,12,11,23,0,8.8,67,0,1005.8,11.1
2016,12,12,0,0,8.3,65,3,1005.6,11.1
2016,12,12,1,0,8,65,4,1005.4,11
2016,12,12,2,0,7.5,57,4,1005,11.1
2016,12,12,3,0,7.5,58,4,1004.7,11.1
2016,12,12,4,0,7.3,56,4,1004.9,11.1
2016,12,12,5,0,7.6,58,4,1005.2,11.2
2016,12,12,6,0,8,61,7,1005.7,11.8
2016,12,12,7,0,9.1,66,7,1005.7,12.1
2016,12,12,8,0,9.6,66,7,1005.8,13.4
2016,12,12,9,0,9.4,64,7,1005.6,13.7
2016,12,12,10,0,10.2,69,7,1004.8,13
2016,12,12,11,0.3,10.8,76,7,1004.1,12.3
2016,12,12,12,0,11,92,8,1003.7,11
2016,12,12,13,0,11.7,89,8,1003.7,10.9
2016,12,12,14,0,10.6,92,8,1003.9,9.4
2016,12,12,15,0.8,8.8,89,8,1004.4,7.9
2016,12,12,16,2.1,9.6,95,8,1004.2,7
2016,12,12,17,1.2,9.8,98,8,1004.5,7.2
2016,12,12,18,0.7,9.8,99,8,1004.5,7
2016,12,12,19,0.1,9.9,99,7,1004.4,7.1
2016,12,12,20,0.7,9.9,99,7,1004.8,7.2
2016,12,12,21,0.7,9.8,99,7,1005.1,7
2016,12,12,22,0.4,9.9,99,7,1005.2,7.2
2016,12,12,23,0,9.2,98,7,1005.2,6.9
2016,12,13,0,0.2,9,97,7,1005.3,6.9
2016,12,13,1,0.2,9.1,97,7,1005.4,6.3
2016,12,13,2,0.2,8.5,98,7,1005.3,5.8
2016,12,13,3,1.2,8.5,99,7,1005.4,5.6
2016,12,13,4,0.6,8.6,99,7,1005.8,5.8
2016,12,13,5,0.3,8.6,99,7,1006.7,5.7
2016,12,13,6,0.6,8.6,99,8,1007.1,5.8
2016,12,13,7,0.6,8.6,99,8,1008.4,5.8
2016,12,13,8,0.8,8.5,99,8,1009.8,5.1
2016,12,13,9,0.2,8,99,8,1010.8,4.6
2016,12,13,10,0.1,7.9,99,8,1011.8,4.2
2016,12,13,11,0.1,7.7,96,8,1012.7,4.1
2016,12,13,12,0,7,95,8,1013.8,3.6
2016,12,13,13,0.4,7.1,95,8,1015,2.9
2016,12,13,14,0,6.5,93,7,1016.2,2.7
2016,12,13,15,0.3,6.3,91,7,1017.1,2.6
2016,12,13,16,0,6.1,91,8,1018.3,1.6
2016,12,13,17,0,5.6,87,8,1019.2,1.9
2016,12,13,18,0.1,5.5,92,6,1020,0.8
2016,12,13,19,0.1,5.3,84,6,1020.4,1.6
2016,12,13,20,0,5.7,83,7,1021,1
2016,12,13,21,0,5.6,85,6,1021.3,1.5
2016,12,13,22,0.2,5.4,79,6,1021.3,1.5
2016,12,13,23,0,5.3,90,7,1021.5,1.3
2016,12,14,0,0.1,5.5,83,7,1021.7,1.3
2016,12,14,1,0.2,5.6,86,6,1021.7,1.5
2016,12,14,2,0,5.6,89,7,1021.7,1.5
2016,12,14,3,0,5.2,74,7,1021.6,2.1
2016,12,14,4,0,4.7,69,5,1021.9,1.9
2016,12,14,5,0,5.1,74,7,1022.5,2.3
2016,12,14,6,0,5.1,74,7,1022.5,2.2
2016,12,14,7,0,4.9,74,3,1022.8,2.5
2016,12,14,8,0,5.4,65,2,1022.9,4.3
2016,12,14,9,0,5.1,55,2,1022.4,6.2
2016,12,14,10,0,4.9,60,3,1021.8,6.4
2016,12,14,11,0,4.7,60,2,1021.3,4.1
2016,12,14,12,0,4.5,58,1,1020.8,3.3
2016,12,14,13,0,4.5,59,0,1020.6,3.4
2016,12,14,14,0,4.7,60,0,1020.2,3.1
2016,12,14,15,0,4.3,64,0,1019.8,2.8
2016,12,14,16,0,4.5,65,0,1019.7,2.7
2016,12,14,17,0,4.9,69,0,1019.5,2.1
2016,12,14,18,0,4.7,73,0,1019,1.9
2016,12,14,19,0,5,72,0,1018.6,2.1
2016,12,14,20,0,4.9,71,0,1018,2.2
2016,12,14,21,0,4.9,71,0,1017.7,2.4
2016,12,14,22,0,5.2,74,2,1017.1,1.9
2016,12,14,23,0,5.4,77,2,1016.7,2
2016,12,15,0,0,5.1,74,1,1016.6,2.9
2016,12,15,1,0,5.4,71,5,1015.9,3.1
2016,12,15,2,0,6,80,5,1015.4,3.3
2016,12,15,3,0,5.8,78,4,1014.9,3.3
2016,12,15,4,0,6,79,4,1014.8,3.2
2016,12,15,5,0,5.8,78,5,1014.6,3.8
2016,12,15,6,0,5.3,72,6,1014.8,3.8
2016,12,15,7,0,5.4,67,7,1015.2,4.3
2016,12,15,8,0,6.1,74,7,1015.6,4.3
2016,12,15,9,0,5.9,75,7,1015.5,5.1
2016,12,15,10,0.4,6.8,74,7,1015.3,4.9
2016,12,15,11,0.3,7,93,7,1015.5,3
2016,12,15,12,0.2,6.7,96,7,1015.8,2.6
2016,12,15,13,0.1,6.7,97,7,1016.2,2.9
2016,12,15,14,0,7.1,95,7,1016.3,3
2016,12,15,15,0,6.6,89,7,1016.8,3.5
2016,12,15,16,0,6.7,86,7,1016.9,3.6
2016,12,15,17,0,6.4,83,7,1017.6,4
2016,12,15,18,0,6.6,87,7,1017.7,3.7
2016,12,15,19,0.3,6.6,81,7,1017.9,4.1
2016,12,15,20,0,6.4,89,7,1018.2,3.5
2016,12,15,21,0.5,6.7,88,7,1019,3.6
2016,12,15,22,0,6.6,94,7,1018.9,2.8
2016,12,15,23,0,6.8,93,7,1018.9,3.7
2016,12,16,0,0,7,86,7,1019.2,4.2
2016,12,16,1,0,6.6,82,7,1019.6,4.5
2016,12,16,2,0,6.5,79,7,1019.7,4.7
2016,12,16,3,0,6.9,80,7,1020.2,4.7
2016,12,16,4,0.1,6.7,90,7,1020.7,3.6
2016,12,16,5,0.1,6.6,90,7,1021.4,3.8
2016,12,16,6,0,7.1,87,7,1022.3,3.9
2016,12,16,7,0,6.3,80,7,1023.2,4.1
2016,12,16,8,0,5.9,72,7,1024,4.5
2016,12,16,9,0,5.9,67,7,1024.3,5.2
2016,12,16,10,0,5.7,69,6,1024,5
2016,12,16,11,0,4.8,66,5,1024.1,3.9
2016,12,16,12,0,5.6,72,7,1024.5,3.5
2016,12,16,13,0,5.9,77,7,1024.8,3.5
2016,12,16,14,0.1,6.1,86,5,1025.2,2.2
2016,12,16,15,1.6,6.6,93,7,1025.6,2
2016,12,16,16,2.3,5.9,96,7,1026.4,0.5
2016,12,16,17,0.5,6,99,7,1027.1,0.6
2016,12,16,18,0,6.4,99,7,1027.2,1.3
2016,12,16,19,0.2,6.2,95,7,1027.6,1.2
2016,12,16,20,2.1,6,93,7,1027.9,1.6
2016,12,16,21,1.5,6.4,99,7,1028.5,1.2
2016,12,16,22,1.1,6.5,99,7,1028.8,1.1
2016,12,16,23,1,6.5,99,7,1028.7,1.4
2016,12,17,0,0.1,7,99,7,1028.6,2
2016,12,17,1,0,6.5,99,7,1028.9,1.8
2016,12,17,2,0.1,6.4,98,7,1028.9,1.7
2016,12,17,3,0.1,6.1,89,7,1028.8,2.5
2016,12,17,4,0,6.4,92,7,1029.1,2.1
2016,12,17,5,0,5.6,81,6,1029.6,2.4
2016,12,17,6,0,5.8,77,3,1030.1,3.2
2016,12,17,7,0,5.2,72,3,1030.4,3.6
2016,12,17,8,0,5,62,6,1030.6,4.9
2016,12,17,9,0,5,57,5,1030.5,5
2016,12,17,10,0,4.6,56,5,1030.1,4.5
2016,12,17,11,0,5,55,5,1029.6,4.9
2016,12,17,12,0,4.6,56,7,1029.4,4.5
2016,12,17,13,0,4.4,57,4,1029.6,3.7
2016,12,17,14,0,4.1,58,5,1029.4,3.7
2016,12,17,15,0,4.4,57,5,1029.4,3.1
2016,12,17,16,0,4.6,61,2,1029.5,2.1
2016,12,17,17,0,4.5,62,2,1029.7,1.9
2016,12,17,18,0,5,75,0,1029.5,1.2
2016,12,17,19,0,4.4,69,0,1029.2,1.2
2016,12,17,20,0,5.1,82,0,1029.1,0.8
2016,12,17,21,0,5.3,86,0,1028.9,0.2
2016,12,17,22,0,5.4,87,0,1028.7,0.1
2016,12,17,23,0,5.5,91,0,1028.6,-0.1
2016,12,18,0,0,5.7,92,0,1028.4,-0.1
2016,12,18,1,0,5.7,94,2,1027.9,-0.3
2016,12,18,2,0,5.7,94,0,1027.7,-0.5
2016,12,18,3,0,5.7,95,0,1027.3,-0.2
2016,12,18,4,0,5.8,95,0,1027.1,-0.5
2016,12,18,5,0,5.9,96,2,1027.5,-0.5
2016,12,18,6,0,5.9,98,0,1027.4,-0.5
2016,12,18,7,0,5.6,94,0,1027.4,0.8
2016,12,18,8,0,6.5,80,0,1027.3,4.3
2016,12,18,9,0,6.1,69,1,1026.9,7.5
2016,12,18,10,0,6.2,57,3,1026.4,8.5
2016,12,18,11,0,6.4,61,6,1025.9,5.8
2016,12,18,12,0,6.3,75,5,1025.4,4.9
2016,12,18,13,0,6,74,5,1025.2,4.7
2016,12,18,14,0,6.4,77,3,1025.4,3.9
2016,12,18,15,0,6.3,81,4,1025.3,3.1
2016,12,18,16,0,6.1,86,4,1025.3,2.9
2016,12,18,17,0,6.1,88,4,1025.1,2.5
2016,12,18,18,0,6.1,87,4,1025.1,2.4
2016,12,18,19,0,6.1,88,2,1025,2.6
2016,12,18,20,0,5.8,89,1,1024.9,1.9
2016,12,18,21,0,5.8,90,4,1025.1,1.9
2016,12,18,22,0,5.8,91,4,1025.2,1.6
2016,12,18,23,0,6,90,3,1025.4,1.7
2016,12,19,0,0,6,93,3,1025.4,1.1
2016,12,19,1,0,6,92,2,1025.6,1
2016,12,19,2,0,5.7,94,2,1025.4,0.8
2016,12,19,3,0,5.8,96,3,1025.5,0.4
2016,12,19,4,0,5.7,94,4,1026.2,0.7
2016,12,19,5,0,5.9,96,4,1026.7,0.4
2016,12,19,6,0,5.9,97,5,1026.9,0.6
2016,12,19,7,0,5.8,96,4,1027.2,0.9
2016,12,19,8,0,6.4,85,5,1027.4,3.3
2016,12,19,9,0,6.7,85,6,1027.1,4.6
2016,12,19,10,0,6.7,69,6,1026.7,6.2
2016,12,19,11,0,5.9,66,6,1026.6,6.6
2016,12,19,12,0,6.2,67,5,1026.4,6.2
2016,12,19,13,0,5.8,66,5,1026.1,5.6
2016,12,19,14,0,5.8,65,4,1026.1,5
2016,12,19,15,0,5.4,68,0,1025.7,4.5
2016,12,19,16,0,5.5,72,0,1026,3.4
2016,12,19,17,0,5.8,76,0,1026.3,3
2016,12,19,18,0,6.3,89,0,1026.2,2
2016,12,19,19,0,6,92,0,1026,1.4
2016,12,19,20,0,6.2,94,0,1026.2,1.2
2016,12,19,21,0,6.2,95,0,1025.9,1
2016,12,19,22,0,5.9,96,0,1025.4,0.7
2016,12,19,23,0,5.9,97,0,1025,0.6
2016,12,20,0,0,6,98,0,1025.1,0.2
2016,12,20,1,0,5.9,96,0,1025,0.2
2016,12,20,2,0,6,98,0,1024.9,0.3
2016,12,20,3,0,6,99,0,1024.3,0
2016,12,20,4,0,6,99,0,1023.9,0.1
2016,12,20,5,0,6,99,0,1023.4,0.1
2016,12,20,6,0,6,99,5,1023.4,0.5
2016,12,20,7,0,6.2,96,5,1023.1,1.3
2016,12,20,8,0,6.7,91,6,1023,3.8
2016,12,20,9,0,7.1,85,6,1022.1,6.4
2016,12,20,10,0,7.1,78,7,1020.9,7.1
2016,12,20,11,0,6.4,70,7,1020.1,6.5
2016,12,20,12,0,5.6,64,7,1019.7,6.2
2016,12,20,13,0,6.2,72,7,1019.8,5.1
2016,12,20,14,0,6,75,7,1020.1,4.5
2016,12,20,15,0.5,6.3,89,7,1020.3,2.4
2016,12,20,16,2,6.3,96,7,1020.1,2
2016,12,20,17,1.6,6.9,98,7,1020,2.8
2016,12,20,18,0.5,6.9,99,7,1020,2.6
2016,12,20,19,0.7,7,99,7,1019.6,2.9
2016,12,20,20,0.6,7.5,99,7,1019.3,3.3
2016,12,20,21,0.3,7.5,99,7,1019,4
2016,12,20,22,1.1,8,99,7,1018.8,4.1
2016,12,20,23,0.8,8,99,7,1018.7,4.1
2016,12,21,0,0.1,7.5,99,7,1019,4.1
2016,12,21,1,0.4,7.9,97,7,1019.2,4.4
2016,12,21,2,0.8,7.8,96,7,1019.5,4.1
2016,12,21,3,0,7.3,98,7,1019.9,3.8
2016,12,21,4,0,6.7,82,7,1020.6,4.6
2016,12,21,5,0,6.1,75,7,1021.2,4.6
2016,12,21,6,0,6.1,75,7,1021.5,4.8
2016,12,21,7,0,6.4,76,6,1022.1,5.1
2016,12,21,8,0,7.1,83,7,1022.4,5
2016,12,21,9,0,6.5,78,7,1022.3,5.7
2016,12,21,10,0,6.5,78,7,1022.1,5.4
2016,12,21,11,0,6.7,77,7,1021.9,5
2016,12,21,12,0,6.9,79,7,1022,4.9
2016,12,21,13,0,6.7,76,7,1022,4.2
2016,12,21,14,0,6.4,80,7,1022.2,4.4
2016,12,21,15,0,6.3,76,7,1022.2,4.4
2016,12,21,16,0,6.2,75,6,1022.3,4.4
2016,12,21,17,0,6.5,79,6,1022.5,4.2
2016,12,21,18,0,6.2,83,6,1022.7,3.9
2016,12,21,19,0,6.7,83,7,1022.2,4.1
2016,12,21,20,0,6,74,7,1022.1,4.6
2016,12,21,21,0.1,6,73,7,1022.2,4.8
2016,12,21,22,0,6.7,83,7,1022.1,4.1
2016,12,21,23,0,6.7,82,7,1022,4.1
2016,12,22,0,0,6.1,75,7,1021.7,4.9
2016,12,22,1,0,6.8,78,7,1021.6,5.1
2016,12,22,2,0,7,80,7,1021.4,5.1
2016,12,22,3,0,6.9,79,7,1021.2,5.1
2016,12,22,4,0,6.2,71,7,1021,5.4
2016,12,22,5,0,6.4,73,7,1021.3,5.5
2016,12,22,6,0,6.1,72,7,1021.6,5.4
2016,12,22,7,0,6.3,73,7,1021.7,5.7
2016,12,22,8,0,6.3,72,6,1021.5,5.8
2016,12,22,9,0,6.4,74,7,1021,5.8
2016,12,22,10,0,6.4,74,7,1020.4,5.7
2016,12,22,11,0,6.6,76,7,1019.9,6
2016,12,22,12,0,6.8,77,7,1019.4,5.8
2016,12,22,13,0,7.1,83,7,1019.2,5.5
2016,12,22,14,0,6.9,79,7,1019.8,5.7
2016,12,22,15,0,6.6,77,7,1019.6,5.6
2016,12,22,16,0,6.9,78,7,1019.5,5.6
2016,12,22,17,0,6.6,79,7,1019.4,5.7
2016,12,22,18,0.2,7.5,82,7,1019.5,5.4
2016,12,22,19,0.2,8.1,93,7,1019.4,5.1
2016,12,22,20,1.1,8.3,95,7,1019.3,5.2
2016,12,22,21,0.3,8.5,98,7,1018.7,5.7
2016,12,22,22,0.6,8.5,98,7,1018.5,5.6
2016,12,22,23,0.7,8.5,98,7,1018.6,5.6
2016,12,23,0,0.7,8.6,99,7,1018.3,5.8
2016,12,23,1,0.3,9.2,98,7,1018.5,6
2016,12,23,2,0.2,9.3,99,7,1018.1,6.1
2016,12,23,3,0,9.3,99,7,1018.1,6.3
2016,12,23,4,0,9,96,7,1017.9,6.5
2016,12,23,5,0,8.9,95,7,1018.2,6.7
2016,12,23,6,0.2,9.2,98,7,1018.6,6.4
2016,12,23,7,0.5,9.3,99,7,1018.7,6.5
2016,12,23,8,0.1,9.3,99,7,1019,6.5
2016,12,23,9,0.5,9.3,99,7,1018.6,6.6
2016,12,23,10,0.7,9.3,99,7,1018,6.6
2016,12,23,11,0.6,9.3,99,7,1017.8,6.9
2016,12,23,12,1.9,9.3,99,7,1017.7,6.8
2016,12,23,13,1.5,9.3,99,7,1017.5,6.9
2016,12,23,14,0.1,9.3,99,7,1017.6,6.8
2016,12,23,15,0,9.9,99,7,1017.9,7
2016,12,23,16,0,9.9,99,7,1018.1,7
2016,12,23,17,0,9.9,99,7,1018.6,7.1
2016,12,23,18,0.3,9.3,99,7,1018.7,6.5
2016,12,23,19,0.5,9.2,98,7,1018.9,6.4
2016,12,23,20,1.7,9.3,99,7,1019,6.7
2016,12,23,21,1,9.3,99,7,1018.8,6.9
2016,12,23,22,2.7,9.3,99,7,1018.9,6.5
2016,12,23,23,0.9,9.3,99,7,1018.5,6.7
2016,12,24,0,0.5,9.3,99,7,1018.7,6.4
2016,12,24,1,0.1,9.3,99,7,1018.8,6.2
2016,12,24,2,0.9,9.3,99,7,1018.7,6
2016,12,24,3,0.8,8.6,99,7,1018.8,5.6
2016,12,24,4,1.6,8.6,99,7,1019.1,5.5
2016,12,24,5,1.9,8.6,99,7,1019.4,5.4
2016,12,24,6,1.1,8.6,99,7,1019.9,5
2016,12,24,7,0.7,8.6,99,7,1020.3,5.2
2016,12,24,8,0,8.6,99,7,1020.4,5.1
2016,12,24,9,0,8.6,99,7,1020.2,5.3
2016,12,24,10,0,8.6,99,7,1019.6,5.3
2016,12,24,11,0,8.6,99,7,1019.1,5.2
2016,12,24,12,0.1,8.6,99,7,1019,5.1
2016,12,24,13,0.2,8,99,7,1019.2,4.8
2016,12,24,14,0,8,99,8,1019.4,4.4
2016,12,24,15,0,8,99,8,1019.7,4
2016,12,24,16,0,7.5,99,8,1019.8,3.8
2016,12,24,17,0,7.4,99,8,1020,4
2016,12,24,18,0,7.3,97,8,1019.8,3.8
2016,12,24,19,0,7.2,95,8,1019.4,3.9
2016,12,24,20,0,7.6,94,8,1019.3,4
2016,12,24,21,0,7.6,95,8,1018.9,4
2016,12,24,22,0,7.6,93,8,1018.6,4
2016,12,24,23,0,7,92,8,1017.9,3.9
2016,12,25,0,0,7.2,91,8,1017.4,4.1
2016,12,25,1,0,7.3,90,8,1017,4.1
2016,12,25,2,0,7.4,91,8,1016.1,4
2016,12,25,3,0,7.3,91,8,1015.6,4.1
2016,12,25,4,0,7.3,90,8,1015.4,4
2016,12,25,5,0,6.9,91,8,1015.4,3.8
2016,12,25,6,0,6.9,91,7,1015.1,3.7
2016,12,25,7,0,7,88,8,1015.1,4.6
2016,12,25,8,0,7.2,77,3,1014.8,7
2016,12,25,9,0,6.9,76,6,1014.7,6.4
2016,12,25,10,0,7,71,5,1013.3,8.7
2016,12,25,11,0,6.8,69,5,1012.7,7.2
2016,12,25,12,0,6.7,69,4,1012.5,7.4
2016,12,25,13,0,7,73,6,1012.7,7.2
2016,12,25,14,0,6.6,71,6,1012.8,6
2016,12,25,15,0,7,78,5,1013,5.1
2016,12,25,16,0,6.4,78,6,1013.4,4.9
2016,12,25,17,0,6.4,80,6,1013.8,4.7
2016,12,25,18,0.1,6.3,79,6,1013.9,4.8
2016,12,25,19,0.9,7,86,8,1014.1,4.5
2016,12,25,20,0.6,7.3,96,8,1014.6,3.9
2016,12,25,21,0.1,7.9,98,8,1014.7,4
2016,12,25,22,0,7.8,96,8,1014.6,4.3
2016,12,25,23,0,7.6,93,8,1014.7,4.2
2016,12,26,0,0,7.1,89,8,1015,4.7
2016,12,26,1,0,7,86,8,1015.2,4.3
2016,12,26,2,0,6.5,86,8,1015,3.6
2016,12,26,3,0,6.5,86,8,1015,3.4
2016,12,26,4,0,6.7,89,8,1015.6,3.3
2016,12,26,5,0,7,93,8,1016.1,3
2016,12,26,6,0,6.6,95,5,1016.4,2.9
2016,12,26,7,0,7.7,88,7,1016.5,4.9
2016,12,26,8,0,7.7,90,7,1017,5.3
2016,12,26,9,0,7.2,83,7,1016.9,5.2
2016,12,26,10,0.7,7.3,89,7,1016.7,4.8
2016,12,26,11,0.5,7.2,97,7,1016.5,3.4
2016,12,26,12,0.5,7.3,95,7,1016.5,3.7
2016,12,26,13,0,7.9,97,6,1016.4,4.6
2016,12,26,14,0,7.3,97,7,1016.9,3.6
2016,12,26,15,0,7.2,96,6,1017.3,3.2
2016,12,26,16,0,7.1,94,6,1017.6,3.5
2016,12,26,17,0,6.8,93,5,1017.7,3.7
2016,12,26,18,0,6.7,91,4,1017.6,3.4
2016,12,26,19,0,6.8,90,6,1017.5,3.8
2016,12,26,20,0,7,93,6,1017.5,3.4
2016,12,26,21,0,6.8,91,6,1017.8,3.9
2016,12,26,22,0,7,92,6,1017.5,3.6
2016,12,26,23,0,7,92,6,1017.3,3.3
2016,12,27,0,0,6.8,96,6,1017.3,2.6
2016,12,27,1,0,6.8,97,6,1017.4,2.4
2016,12,27,2,0,6.8,97,6,1017.2,2.1
2016,12,27,3,0,6.4,99,6,1017,1.9
2016,12,27,4,0,6.5,99,6,1017.2,1.6
2016,12,27,5,0,6.5,99,6,1017.6,1.4
2016,12,27,6,0,6.5,99,2,1017.6,1.2
2016,12,27,7,0,7,99,2,1017.7,2.4
2016,12,27,8,0,7.9,99,2,1017.7,4.1
2016,12,27,9,0,8.1,76,2,1017.3,9.9
2016,12,27,10,0,6.9,62,3,1017.1,9.4
2016,12,27,11,0,7.2,63,7,1016.2,8.2
2016,12,27,12,0,6.8,68,7,1015.7,7.7
2016,12,27,13,0,6.7,68,7,1015.4,7.1
2016,12,27,14,0,6.5,70,7,1015.7,6.4
2016,12,27,15,0,6.8,73,7,1015.5,6.1
2016,12,27,16,0,6.9,75,7,1015.8,6
2016,12,27,17,0.5,7.2,81,7,1016.1,5.5
2016,12,27,18,0.2,7.6,93,7,1016.4,4.9
2016,12,27,19,0,8.4,96,7,1016.5,5
2016,12,27,20,0,8.5,97,7,1016.5,5.1
2016,12,27,21,0,8.4,97,7,1016.1,5.2
2016,12,27,22,0.2,8.2,94,7,1016.3,5.1
2016,12,27,23,0,7.6,94,7,1016,4.6
2016,12,28,0,0,8.2,95,7,1016,5.3
2016,12,28,1,0,7.8,89,7,1015.8,5.2
2016,12,28,2,0,7.2,88,7,1014.5,4.4
2016,12,28,3,0,6.7,82,7,1014.6,4.6
2016,12,28,4,0,6.2,76,7,1014.5,4.9
2016,12,28,5,0,6.3,77,7,1014.4,4.5
2016,12,28,6,0,6,76,7,1014.4,4.3
2016,12,28,7,0,6.2,74,7,1014.5,4.2
2016,12,28,8,0,5.4,72,7,1014.1,4.9
2016,12,28,9,0,5.5,63,7,1013.5,6
2016,12,28,10,0,5.7,60,6,1012.7,6.8
2016,12,28,11,0,5.6,66,6,1011.8,6.7
2016,12,28,12,0,6.3,61,6,1011.2,6.6
2016,12,28,13,0,6,68,6,1011,5.8
2016,12,28,14,0,6.5,73,7,1010.5,5.1
2016,12,28,15,0,6.2,75,7,1010,4.6
2016,12,28,16,0,6.2,79,7,1009.9,4.6
2016,12,28,17,0,6.3,78,7,1009.9,4.9
2016,12,28,18,0,6.6,75,7,1009.6,5.2
2016,12,28,19,0.2,6.9,79,8,1009.5,5
2016,12,28,20,0.1,6.7,83,8,1009,4.2
2016,12,28,21,0.2,7.1,92,8,1008.5,4.1
2016,12,28,22,0,7,93,8,1007.8,3.8
2016,12,28,23,0.1,6.7,83,8,1006.5,4.5
2016,12,29,0,0.7,6.8,82,8,1006,5
2016,12,29,1,0.2,7.7,95,8,1005.5,4
2016,12,29,2,0.2,7.5,92,8,1004.7,4.3
2016,12,29,3,0.8,7.6,93,8,1004.2,4.1
2016,12,29,4,0.9,7.9,97,8,1004.4,4
2016,12,29,5,0.5,7.4,98,8,1004.3,4
2016,12,29,6,0.7,7.8,97,7,1004.6,4.2
2016,12,29,7,0.9,7.3,97,7,1005,3.8
2016,12,29,8,1.5,7.3,98,7,1006.1,3.5
2016,12,29,9,0.9,7.4,99,7,1006.5,3.4
2016,12,29,10,1.5,7.3,98,7,1006.8,3.1
2016,12,29,11,0.9,7.4,99,7,1007,2.9
2016,12,29,12,0.2,7.4,99,7,1007.5,3.3
2016,12,29,13,0.7,7.3,98,7,1008.2,3.1
2016,12,29,14,1,7.4,99,7,1009.5,2.9
2016,12,29,15,1.1,6.9,99,7,1010.1,2.9
2016,12,29,16,1.7,7,99,7,1011.2,2.7
2016,12,29,17,1.7,7,99,7,1011.9,2.7
2016,12,29,18,2.5,7,99,7,1012.6,3
2016,12,29,19,1.6,7,99,7,1013.4,2.6
2016,12,29,20,2.3,7,99,7,1014.1,2.8
2016,12,29,21,1.8,7,99,7,1014.5,2.6
2016,12,29,22,1.1,7,99,7,1015,2.7
2016,12,29,23,1.1,7,99,7,1014.8,2.2
2016,12,30,0,1.8,7,99,7,1015,2.4
2016,12,30,1,2.7,7,99,7,1015.2,2
2016,12,30,2,3.3,7,99,7,1014.9,2.1
2016,12,30,3,1.9,6.5,99,7,1015.4,2
2016,12,30,4,1.2,7,99,7,1014.9,2.1
2016,12,30,5,0.8,6.5,99,7,1016.1,1.9
2016,12,30,6,0.4,6.5,99,7,1015.5,1.9
2016,12,30,7,0.1,7,99,7,1015.6,2.1
2016,12,30,8,0,6.9,99,7,1015.9,2.2
2016,12,30,9,0.1,6.8,97,7,1015.7,2.2
2016,12,30,10,0.8,6.4,97,7,1015.1,1.8
2016,12,30,11,2.4,6.4,99,7,1013.6,1.4
2016,12,30,12,1.6,6.5,99,7,1012.7,1.9
2016,12,30,13,1,7,99,7,1011.7,2.9
2016,12,30,14,2.6,7,99,7,1011.8,2.9
2016,12,30,15,2.7,7.5,99,7,1011.6,3.2
2016,12,30,16,2.1,8,99,7,1012.1,4.6
2016,12,30,17,1.8,8,99,7,1012.7,4
